repo_id,owner,repo_name,full_name,repo_url,description,language,topics,stars_total,forks_total,watchers_total,open_issues_count,created_at,updated_at,pushed_at,license,default_branch,has_issues,has_wiki,has_pages,archived,size,stars_this_week,readme_text,collected_at,source_type,api_status
900035,agent-lab-01,workflow-agent-radar-035,agent-lab-01/workflow-agent-radar-035,https://github.com/agent-lab-01/workflow-agent-radar-035,Workflow Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,workflow-agent|orchestration|agentic-ai,1543,285,619,112,2026-04-04T03:08:27+00:00,2026-06-10T03:08:27+00:00,2026-06-07T03:08:27+00:00,BSD-3-Clause,main,True,False,True,False,3935,481,"# Workflow Agent Lab 035

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900036,agent-lab-02,mcp-tool-radar-036,agent-lab-02/mcp-tool-radar-036,https://github.com/agent-lab-02/mcp-tool-radar-036,MCP Tool toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,mcp|tooling|developer-tools,5177,779,1341,87,2025-03-11T03:08:27+00:00,2024-02-17T03:08:27+00:00,2024-02-14T03:08:27+00:00,BSD-3-Clause,main,True,True,True,False,13056,45,"# MCP Tool Lab 036

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: mcp, tooling, developer-tools",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900037,agent-lab-03,multimodal-agent-radar-037,agent-lab-03/multimodal-agent-radar-037,https://github.com/agent-lab-03/multimodal-agent-radar-037,Multimodal Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,multimodal|vision-language|agent,626,113,236,64,2020-09-02T03:08:27+00:00,2026-05-03T03:08:27+00:00,2026-04-29T03:08:27+00:00,BSD-3-Clause,main,True,True,False,False,9278,24,"# Multimodal Agent Lab 037

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900038,agent-lab-04,automl-agent-radar-038,agent-lab-04/automl-agent-radar-038,https://github.com/agent-lab-04/automl-agent-radar-038,AutoML Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,automl|mlops|agent,421,60,309,56,2023-04-18T03:08:27+00:00,2025-04-26T03:08:27+00:00,2025-04-24T03:08:27+00:00,NOASSERTION,main,True,True,True,False,44700,7,"# AutoML Agent Lab 038

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: automl, mlops, agent

Topics: automl, mlops, agent

Topics: automl, mlops, agent

Topics: automl, mlops, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900039,agent-lab-05,data-agent-radar-039,agent-lab-05/data-agent-radar-039,https://github.com/agent-lab-05/data-agent-radar-039,Data Agent toolkit for AI Agent ecosystem analysis and course demos.,Jupyter Notebook,data-agent|analytics|pandas,131,8,64,0,2026-04-01T03:08:27+00:00,2026-06-06T03:08:27+00:00,2026-06-03T03:08:27+00:00,NOASSERTION,main,True,True,False,False,60673,13,"# Data Agent Lab 039

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: data-agent, analytics, pandas

Topics: data-agent, analytics, pandas

Topics: data-agent, analytics, pandas",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900040,agent-lab-06,coding-agent-radar-040,agent-lab-06/coding-agent-radar-040,https://github.com/agent-lab-06/coding-agent-radar-040,Coding Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,coding-agent|codex|automation,1377,145,417,36,2026-04-03T03:08:27+00:00,2026-06-08T03:08:27+00:00,2026-06-07T03:08:27+00:00,MIT,main,True,False,True,False,50307,400,"# Coding Agent Lab 040

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: coding-agent, codex, automation

Topics: coding-agent, codex, automation",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900041,agent-lab-07,rag-agent-radar-041,agent-lab-07/rag-agent-radar-041,https://github.com/agent-lab-07/rag-agent-radar-041,RAG Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,rag|llm|retrieval,3441,717,1594,399,2023-10-15T03:08:27+00:00,2025-05-22T03:08:27+00:00,2025-05-19T03:08:27+00:00,Apache-2.0,main,True,True,True,True,64824,26,"# RAG Agent Lab 041

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900042,agent-lab-08,research-agent-radar-042,agent-lab-08/research-agent-radar-042,https://github.com/agent-lab-08/research-agent-radar-042,Research Agent toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,research-agent|paper|workflow,1071,165,728,21,2021-05-07T03:08:27+00:00,2026-05-04T03:08:27+00:00,2026-05-02T03:08:27+00:00,BSD-3-Clause,main,True,False,False,False,41325,56,"# Research Agent Lab 042

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900043,agent-lab-09,workflow-agent-radar-043,agent-lab-09/workflow-agent-radar-043,https://github.com/agent-lab-09/workflow-agent-radar-043,Workflow Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,workflow-agent|orchestration|agentic-ai,276,33,206,43,2022-02-01T03:08:27+00:00,2025-01-15T03:08:27+00:00,2025-01-11T03:08:27+00:00,BSD-3-Clause,main,True,False,False,False,89735,3,"# Workflow Agent Lab 043

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900044,agent-lab-10,mcp-tool-radar-044,agent-lab-10/mcp-tool-radar-044,https://github.com/agent-lab-10/mcp-tool-radar-044,MCP Tool toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,mcp|tooling|developer-tools,491,29,321,20,2026-03-01T03:08:27+00:00,2026-06-13T03:08:27+00:00,2026-06-10T03:08:27+00:00,BSD-3-Clause,main,True,False,True,False,80815,129,"# MCP Tool Lab 044

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: mcp, tooling, developer-tools",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900045,agent-lab-11,multimodal-agent-radar-045,agent-lab-11/multimodal-agent-radar-045,https://github.com/agent-lab-11/multimodal-agent-radar-045,Multimodal Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,multimodal|vision-language|agent,822,62,185,39,2026-05-22T03:08:27+00:00,2026-06-05T03:08:27+00:00,2026-06-04T03:08:27+00:00,BSD-3-Clause,main,True,False,False,False,14744,111,"# Multimodal Agent Lab 045

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900046,agent-lab-12,automl-agent-radar-046,agent-lab-12/automl-agent-radar-046,https://github.com/agent-lab-12/automl-agent-radar-046,AutoML Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,automl|mlops|agent,1484,286,1260,24,2026-02-03T03:08:27+00:00,2024-01-20T03:08:27+00:00,2024-01-17T03:08:27+00:00,NOASSERTION,main,True,False,True,False,63072,12,"# AutoML Agent Lab 046

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: automl, mlops, agent

Topics: automl, mlops, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900047,agent-lab-13,data-agent-radar-047,agent-lab-13/data-agent-radar-047,https://github.com/agent-lab-13/data-agent-radar-047,Data Agent toolkit for AI Agent ecosystem analysis and course demos.,Jupyter Notebook,data-agent|analytics|pandas,784,102,623,54,2021-07-04T03:08:27+00:00,2026-05-09T03:08:27+00:00,2026-05-06T03:08:27+00:00,Apache-2.0,main,True,False,True,False,66328,12,"# Data Agent Lab 047

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: data-agent, analytics, pandas

Topics: data-agent, analytics, pandas

Topics: data-agent, analytics, pandas",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900048,agent-lab-14,coding-agent-radar-048,agent-lab-14/coding-agent-radar-048,https://github.com/agent-lab-14/coding-agent-radar-048,Coding Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,coding-agent|codex|automation,517,111,326,84,2026-01-31T03:08:27+00:00,2025-11-15T03:08:27+00:00,2025-11-15T03:08:27+00:00,MIT,main,True,False,False,False,79665,11,"# Coding Agent Lab 048

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: coding-agent, codex, automation

Topics: coding-agent, codex, automation

Topics: coding-agent, codex, automation",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900049,agent-lab-15,rag-agent-radar-049,agent-lab-15/rag-agent-radar-049,https://github.com/agent-lab-15/rag-agent-radar-049,RAG Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,rag|llm|retrieval,311,22,232,15,2026-03-19T03:08:27+00:00,2026-06-14T03:08:27+00:00,2026-06-12T03:08:27+00:00,Apache-2.0,main,True,True,True,False,51859,31,"# RAG Agent Lab 049

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900050,agent-lab-16,research-agent-radar-050,agent-lab-16/research-agent-radar-050,https://github.com/agent-lab-16/research-agent-radar-050,Research Agent toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,research-agent|paper|workflow,2505,415,761,195,2026-05-03T03:08:27+00:00,2026-06-10T03:08:27+00:00,2026-06-08T03:08:27+00:00,NOASSERTION,main,True,False,True,False,62426,439,"# Research Agent Lab 050

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900051,agent-lab-00,workflow-agent-radar-051,agent-lab-00/workflow-agent-radar-051,https://github.com/agent-lab-00/workflow-agent-radar-051,Workflow Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,workflow-agent|orchestration|agentic-ai,8760,788,5498,195,2023-12-28T03:08:27+00:00,2024-01-14T03:08:27+00:00,2024-01-11T03:08:27+00:00,Apache-2.0,main,True,False,True,False,37533,18,"# Workflow Agent Lab 051

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: workflow-agent, orchestration, agentic-ai",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900052,agent-lab-01,mcp-tool-radar-052,agent-lab-01/mcp-tool-radar-052,https://github.com/agent-lab-01/mcp-tool-radar-052,MCP Tool toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,mcp|tooling|developer-tools,366,35,194,2,2025-06-26T03:08:27+00:00,2026-05-28T03:08:27+00:00,2026-05-26T03:08:27+00:00,MIT,main,True,False,False,False,51863,14,"# MCP Tool Lab 052

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900053,agent-lab-02,multimodal-agent-radar-053,agent-lab-02/multimodal-agent-radar-053,https://github.com/agent-lab-02/multimodal-agent-radar-053,Multimodal Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,multimodal|vision-language|agent,500,78,292,54,2024-04-22T03:08:27+00:00,2025-05-20T03:08:27+00:00,2025-05-17T03:08:27+00:00,MIT,main,True,False,True,False,56640,9,"# Multimodal Agent Lab 053

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900054,agent-lab-03,automl-agent-radar-054,agent-lab-03/automl-agent-radar-054,https://github.com/agent-lab-03/automl-agent-radar-054,AutoML Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,automl|mlops|agent,674,134,380,86,2026-04-27T03:08:27+00:00,2026-06-10T03:08:27+00:00,2026-06-08T03:08:27+00:00,Apache-2.0,main,True,True,False,False,28849,163,"# AutoML Agent Lab 054

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: automl, mlops, agent

Topics: automl, mlops, agent

Topics: automl, mlops, agent

Topics: automl, mlops, agent

Topics: automl, mlops, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900055,agent-lab-04,data-agent-radar-055,agent-lab-04/data-agent-radar-055,https://github.com/agent-lab-04/data-agent-radar-055,Data Agent toolkit for AI Agent ecosystem analysis and course demos.,Jupyter Notebook,data-agent|analytics|pandas,1747,158,733,42,2026-01-13T03:08:27+00:00,2026-06-06T03:08:27+00:00,2026-06-04T03:08:27+00:00,MIT,main,True,False,True,False,81328,542,"# Data Agent Lab 055

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: data-agent, analytics, pandas",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900056,agent-lab-05,coding-agent-radar-056,agent-lab-05/coding-agent-radar-056,https://github.com/agent-lab-05/coding-agent-radar-056,Coding Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,coding-agent|codex|automation,1486,100,676,44,2026-04-24T03:08:27+00:00,2024-12-25T03:08:27+00:00,2024-12-22T03:08:27+00:00,MIT,main,True,True,True,True,89595,12,"# Coding Agent Lab 056

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: coding-agent, codex, automation

Topics: coding-agent, codex, automation",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900057,agent-lab-06,rag-agent-radar-057,agent-lab-06/rag-agent-radar-057,https://github.com/agent-lab-06/rag-agent-radar-057,RAG Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,rag|llm|retrieval,614,102,127,30,2023-09-19T03:08:27+00:00,2026-05-12T03:08:27+00:00,2026-05-09T03:08:27+00:00,BSD-3-Clause,main,True,False,True,False,47637,27,"# RAG Agent Lab 057

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900058,agent-lab-07,research-agent-radar-058,agent-lab-07/research-agent-radar-058,https://github.com/agent-lab-07/research-agent-radar-058,Research Agent toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,research-agent|paper|workflow,410,89,366,71,2023-08-13T03:08:27+00:00,2025-11-29T03:08:27+00:00,2025-11-25T03:08:27+00:00,BSD-3-Clause,main,True,False,True,False,40783,10,"# Research Agent Lab 058

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900059,agent-lab-08,workflow-agent-radar-059,agent-lab-08/workflow-agent-radar-059,https://github.com/agent-lab-08/workflow-agent-radar-059,Workflow Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,workflow-agent|orchestration|agentic-ai,256,30,83,10,2026-04-23T03:08:27+00:00,2026-06-15T03:08:27+00:00,2026-06-15T03:08:27+00:00,MIT,main,True,True,True,False,4782,63,"# Workflow Agent Lab 059

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900060,agent-lab-09,mcp-tool-radar-060,agent-lab-09/mcp-tool-radar-060,https://github.com/agent-lab-09/mcp-tool-radar-060,MCP Tool toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,mcp|tooling|developer-tools,1720,221,1359,23,2026-04-19T03:08:27+00:00,2026-06-04T03:08:27+00:00,2026-06-03T03:08:27+00:00,MIT,main,True,True,True,False,50410,382,"# MCP Tool Lab 060

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900061,agent-lab-10,multimodal-agent-radar-061,agent-lab-10/multimodal-agent-radar-061,https://github.com/agent-lab-10/multimodal-agent-radar-061,Multimodal Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,multimodal|vision-language|agent,3248,344,2569,137,2022-07-11T03:08:27+00:00,2024-08-24T03:08:27+00:00,2024-08-20T03:08:27+00:00,Apache-2.0,main,True,False,False,False,69361,25,"# Multimodal Agent Lab 061

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: multimodal, vision-language, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900062,agent-lab-11,automl-agent-radar-062,agent-lab-11/automl-agent-radar-062,https://github.com/agent-lab-11/automl-agent-radar-062,AutoML Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,automl|mlops|agent,777,113,426,68,2022-04-15T03:08:27+00:00,2026-05-08T03:08:27+00:00,2026-05-07T03:08:27+00:00,NOASSERTION,main,True,True,True,False,10164,43,"# AutoML Agent Lab 062

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: automl, mlops, agent

Topics: automl, mlops, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900063,agent-lab-12,data-agent-radar-063,agent-lab-12/data-agent-radar-063,https://github.com/agent-lab-12/data-agent-radar-063,Data Agent toolkit for AI Agent ecosystem analysis and course demos.,Jupyter Notebook,data-agent|analytics|pandas,840,60,182,51,2026-04-09T03:08:27+00:00,2025-08-08T03:08:27+00:00,2025-08-08T03:08:27+00:00,BSD-3-Clause,main,True,True,True,False,40780,15,"# Data Agent Lab 063

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: data-agent, analytics, pandas

Topics: data-agent, analytics, pandas",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900064,agent-lab-13,coding-agent-radar-064,agent-lab-13/coding-agent-radar-064,https://github.com/agent-lab-13/coding-agent-radar-064,Coding Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,coding-agent|codex|automation,133,11,118,5,2026-05-03T03:08:27+00:00,2026-06-10T03:08:27+00:00,2026-06-07T03:08:27+00:00,NOASSERTION,main,True,True,True,False,43393,10,"# Coding Agent Lab 064

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: coding-agent, codex, automation

Topics: coding-agent, codex, automation

Topics: coding-agent, codex, automation",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900065,agent-lab-14,rag-agent-radar-065,agent-lab-14/rag-agent-radar-065,https://github.com/agent-lab-14/rag-agent-radar-065,RAG Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,rag|llm|retrieval,1480,267,1054,163,2026-01-25T03:08:27+00:00,2026-06-12T03:08:27+00:00,2026-06-12T03:08:27+00:00,MIT,main,True,True,False,False,58750,414,"# RAG Agent Lab 065

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval

Topics: rag, llm, retrieval",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900066,agent-lab-15,research-agent-radar-066,agent-lab-15/research-agent-radar-066,https://github.com/agent-lab-15/research-agent-radar-066,Research Agent toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,research-agent|paper|workflow,4047,371,1790,195,2023-02-06T03:08:27+00:00,2025-07-04T03:08:27+00:00,2025-06-30T03:08:27+00:00,BSD-3-Clause,main,True,False,False,True,4452,39,"# Research Agent Lab 066

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow

Topics: research-agent, paper, workflow",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900067,agent-lab-16,workflow-agent-radar-067,agent-lab-16/workflow-agent-radar-067,https://github.com/agent-lab-16/workflow-agent-radar-067,Workflow Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,workflow-agent|orchestration|agentic-ai,626,77,472,52,2023-05-15T03:08:27+00:00,2026-05-12T03:08:27+00:00,2026-05-10T03:08:27+00:00,BSD-3-Clause,main,True,False,False,False,50347,37,"# Workflow Agent Lab 067

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: workflow-agent, orchestration, agentic-ai

Topics: workflow-agent, orchestration, agentic-ai",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900068,agent-lab-00,mcp-tool-radar-068,agent-lab-00/mcp-tool-radar-068,https://github.com/agent-lab-00/mcp-tool-radar-068,MCP Tool toolkit for AI Agent ecosystem analysis and course demos.,TypeScript,mcp|tooling|developer-tools,971,45,268,48,2023-03-05T03:08:27+00:00,2025-01-27T03:08:27+00:00,2025-01-27T03:08:27+00:00,NOASSERTION,main,True,True,True,False,64422,23,"# MCP Tool Lab 068

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

Requires GPU acceleration and multiple API key providers.

Experimental status; issues may be stale.

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools

Topics: mcp, tooling, developer-tools",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
900069,agent-lab-01,multimodal-agent-radar-069,agent-lab-01/multimodal-agent-radar-069,https://github.com/agent-lab-01/multimodal-agent-radar-069,Multimodal Agent toolkit for AI Agent ecosystem analysis and course demos.,Python,multimodal|vision-language|agent,45,8,28,0,2026-03-12T03:08:27+00:00,2026-06-07T03:08:27+00:00,2026-06-06T03:08:27+00:00,MIT,main,True,True,False,False,1201,10,"# Multimodal Agent Lab 069

This project explores AI agent workflows for learning, automation, and reproducible experiments.

## Installation
pip install -r requirements.txt

## Quickstart
Run python main.py to launch the demo.

## Demo
Includes examples and screenshots.

## CPU Friendly
Runs on CPU-only Windows 11 environments.

## Docker
A Dockerfile example is provided.

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent

Topics: multimodal, vision-language, agent",2026-06-15T03:08:27+00:00,sample_fallback,sample_fallback
